kabupaten;tahun;Pelayanan_Umum;Ketertiban_aman;Ekonomi;Lingk_hidup;Perum_Fasum;Kesehatan;Pariwisata;Pendidikan;Perlindungan_Sosial;Total;A_Pertanian_KP;B_Pertambangan;C_Industri_Pengolahan;D_Pengadaan_LG;E_Pengadaan_Air_dll;F_Konstruksi;G_Perdagangan_Besar_dll;H_Transportasi;I_Penyediaan_AkMamin;J_Infokom;K_Jasa_Keuangan;L_Real_Estate;M_N_Jasa_Perusahaan;O_Administrasi_Pem;P_Jasa_Pendidikan;Q_Jasa_KesSos;R_S_T_U_Jasa_Lain;PDRB;ipm;miskin;pertumbuhan;gini;unemploy;pop_ribujiwa;pdrb_perkap;pct_formal;pend_miskin
Takalar;2016;70,8;237,6;11,8;18,0;1,6;223,4;368,9;24,0;289,2;1245,3;2589,74;84,19;312,94;8,82;2,82;373,53;725,74;159,25;17,43;214,53;71,92;321,93;0,34;370,48;74,82;63,86;12,99;5405,32;64,96;9,35;9,61;0,4;4,04;289;26,73;36,76;27,05
Takalar;2017;281,1;21,8;62,5;186,4;0,0;203,9;7,4;295,8;18,0;1076,9;2774,42;91,44;328,42;9,38;3,01;408,52;790,54;172,96;19,05;236,23;76,33;349,72;0,37;382,85;79,82;66,79;14,09;5803,94;65,48;9,24;7,37;0,35;4,93;291,11;29,21;37,14;26,99
Takalar;2018;316,3;10,5;58,6;19,1;120,4;237,6;6,9;330,7;12,3;1112,3;2956,53;97,3;332,54;10,05;3,24;434,25;873,33;189,73;21,41;252,77;80,16;365,04;0,41;402,36;86,78;68,94;15,84;6190,67;66,07;9;6,66;0,36;3,88;293,14;31,51;33,26;26,57
Takalar;2019;349,5;10,3;56,9;30,2;116,5;238,6;6,7;325,9;12,2;1146,8;3121,4;103,54;366,37;11,49;3,36;458,05;949,19;206,02;23,23;274,31;84,45;386,11;0,45;446,85;92,03;72,55;16,86;6616,25;66,94;8,7;6,87;0,48;3,78;295,08;34,42;45,07;25,93
Takalar;2020;313,5;14,1;63,3;12,4;26,2;262,9;0,0;274,5;20,9;987,8;3072,89;106,41;358,77;11,77;3,65;453,33;935,77;197,97;21,58;302,93;90,1;383,44;0,43;445,52;96,13;79,84;15,22;6575,76;67,31;8,44;-0,61;0,36;4,16;300,85;34,03;36,38;25,38
Takalar;2021;317,3;18,3;82,6;8,8;68,7;230,3;0,0;365,6;36,3;1127,9;3297,61;109,76;366,41;12;3,86;465,14;975,04;204,25;22,36;313,53;96,58;387,56;0,43;450,18;100,69;87,17;15,47;6908,05;67,72;8,25;5,05;0,37;3,93;304,17;36,58;40,99;24,6
Takalar;2022;323,7;15,7;240,2;23,0;20,1;437,6;7,2;332,4;5,3;1405,2;3413,74;112,54;398,09;12,22;4,19;488,56;1029,75;219,22;24,06;330,52;97,03;410,21;0,47;472,03;102,75;96,51;16,5;7228,4;68,31;8,25;4,64;0,38;2,63;308,53;39,73;33,87;24,75
Takalar;2023;323,8;13,4;162,9;14,5;11,4;275,1;0,7;374,2;5,0;1180,8;3543,31;120,58;409,99;12,76;4,35;513,27;1075,53;230,35;25,87;351,94;95,02;434,56;0,51;458,92;108,02;103,87;18,22;7507,06;68,9;8,29;3,86;0,37;3,58;312,81;41,14;39,79;25,01
Takalar;2024;354,1;0,0;0,0;0,0;0,0;286,9;0,9;374,6;0,0;976,2;3675,77;122,42;426,87;13,3;4,54;528,14;1132,75;245,35;27,7;374,63;96,35;459,95;0,52;478,44;115,7;109,66;20,83;7832,92;69,47;7,75;4,34;0,39;3,84;317,02;42,36;41,42;23,51
Takalar;2025;357,3;0,0;0,0;0,0;0,0;309,3;1,3;378,9;0,0;998,7;3883,55;130,73;435,68;13,69;4,68;534,2;1187,89;255,66;29,05;391,19;99,6;499,67;0,55;477,57;118,28;116,19;23,39;8201,59;72,79;7,27;4,71;0,34;3,76;321,1;44,81;39,96;22,17
Tana Toraja;2014;311,5;5,2;60,9;18,0;98,8;127,4;9,9;92,5;10,3;734,4;840,95;41,32;216,16;6,02;4,16;373,8;569,04;71,97;44,79;163,45;82,5;144,99;2,89;316,26;173,97;83,94;61,9;3198,12;65,08;12,77;6,8;0,4;3,3;227,59;18,79;11,65;29,1
Tana Toraja;2015;378,3;6,1;69,0;18,8;123,4;151,5;10,9;135,6;12,2;905,7;880,96;45,21;233,83;5,36;4,19;391,18;618,07;79,61;47,95;179,08;90,77;157,79;3,07;335,31;186,11;91,01;67,79;3417,3;65,75;12,46;6,85;0,37;3,99;228,78;21,43;12,67;28,59
Tana Toraja;2016;52,4;165,3;6,8;9,3;10,4;218,6;197,6;10,0;160,2;830,7;941,59;47,92;259,58;6,65;4,36;427,39;682,14;84,21;51,69;195,54;103,79;171,94;3,25;316,04;198,21;99,05;73,15;3666,48;66,25;12,36;7,29;0,31;3,99;230,89;23,72;13,7;28,42
Tana Toraja;2017;400,3;8,7;62,3;10,2;262,9;175,4;8,8;207,7;11,0;1147,4;998,56;51,93;285,57;7,02;4,72;463,2;742,37;90,81;57,16;213,68;107,37;180,99;3,48;332,1;213,92;107,05;80,59;3940,52;66,82;12,62;7,47;0,32;5,6;232,74;26,15;14,72;29,18
Tana Toraja;2018;435,8;11,4;52,5;4,1;220,4;174,8;8,7;203,7;10,8;1122,5;1052,66;55,46;296,28;7,62;5,1;491,65;815,53;100,05;63,24;231,52;115,53;188,97;3,74;383,57;233,65;116,74;89,95;4251,26;67,66;12,75;7,89;0,37;3,07;234,53;29,31;19,71;29,65
Tana Toraja;2019;482,3;12,8;52,0;3,5;171,7;212,1;14,7;205,0;11,2;1165,4;1049,56;59,84;343,52;8,18;5,38;539,02;889,16;111,03;68,4;256,81;121,62;203,89;3,96;415,42;254,6;128;99,8;4558,14;68,25;12,35;7,22;0,36;2,55;236,25;31,66;22,86;28,87
Tana Toraja;2020;514,3;10,2;32,5;1,8;130,1;201,1;7,9;207,1;7,2;1112,2;1039,75;58,78;327,73;8,58;5,75;521,49;870,28;100,01;62,35;286,88;123,45;221,89;3,78;412,83;268,87;141,09;91,77;4545,29;68,75;12,1;-0,28;0,35;2,6;280,79;27,1;12,59;28,41
Tana Toraja;2021;432,0;10,4;47,2;93,1;7,8;229,9;4,8;214,4;10,2;1049,7;1105,43;59,54;352,25;9,22;5,98;535,69;944,99;111,64;66,96;306,71;127,71;230,38;3,98;388,77;279,79;152,76;99,19;4780,98;69,49;12,27;5,19;0,38;3,09;283,44;28,53;11,51;29,33
Tana Toraja;2022;399,0;8,6;189,8;8,6;29,1;192,7;13,7;150,6;6,1;998,3;1110,52;62,17;385,3;10,9;6,4;552,62;1031,81;130,37;78,41;318,8;133,4;247,13;4,14;385,08;295,46;167,14;106,14;5025,78;69,88;12,18;5,12;0,36;2,32;286,45;30,57;17,08;29,31
Tana Toraja;2023;342,8;8,2;156,1;8,5;11,9;240,5;9,7;336,4;6,2;1120,4;1113,02;66,25;389,55;11,28;6,68;580,38;1098,91;140,2;81,34;342,44;142,04;263,05;4,44;371,49;299,5;181,91;117,08;5209,56;70,73;12,48;3,66;0,35;3,37;289,45;32,38;20,16;30,23
Tana Toraja;2024;437,2;0,0;0,0;0,0;0,0;246,7;7,0;347,3;0,0;1174,6;1106,69;69,46;415,54;11,94;6,78;594,56;1200,37;147,51;88,49;369,52;150,95;278,17;4,36;402,18;313,74;189,51;130,66;5480,43;71,67;10,79;5,2;0,32;3,98;292,42;34,74;22,41;26,3
Tana Toraja;2025;392,6;0,0;0,0;0,0;0,0;252,0;9,5;408,3;0,0;1209,9;1211,82;66,84;446,08;12,07;7,31;592,44;1262,6;162,22;91,73;395,8;159,81;302,08;4,76;399,74;311,6;183,67;144,19;5754,77;72,77;10,54;5,01;0,32;3,44;295,4;36,98;28,27;25,82
Toraja Utara;2014;200,2;6,8;85,5;21,0;111,2;50,0;7,9;210,8;9,2;702,7;710,91;25,83;224,97;5,8;6,02;507,95;749,17;141,15;75,25;174,14;116,16;181,56;2,55;190,43;265,36;82,04;51,07;3510,36;66,15;15,1;7,64;0,45;3,7;224;22,46;18,87;33,9
Toraja Utara;2015;293,1;10,1;79,3;15,1;106,0;74,3;8,7;210,4;11,9;808,9;717,09;29,87;241,85;5,59;6,04;573,11;825,52;162,21;84;190,5;128,88;190,1;2,69;210,23;271,7;88,43;54,99;3782,8;66,76;15,19;7,76;0,38;3,11;225,36;26,1;19,44;34,37
Toraja Utara;2016;62,0;76,0;7,9;7,0;7,1;320,6;209,0;11,3;156,5;857,4;746,29;35,91;268,99;6,23;6,18;608,83;929,35;177,5;94,25;212,22;149,46;200,07;2,88;204,05;290,62;96,06;56,83;4085,69;67,49;14,57;8,01;0,37;3,11;227,67;29,91;20,01;33,02
Toraja Utara;2017;54,6;2,9;11,4;11,0;8,9;11,1;0,0;26,8;2,3;129,0;767,94;43,31;301,81;6,59;6,48;645,98;1048,1;197,88;112,17;237,26;157,48;207,86;3,03;215,22;305,07;103,82;61,67;4421,68;67,9;14,41;8,22;0,41;4,24;229,71;33,8;20,58;32,85
Toraja Utara;2018;392,7;14,3;75,8;10,0;145,4;142,7;11,9;222,7;12,1;1027,6;781,89;50,81;335,93;7;6,87;687,58;1136,7;216,17;128,28;265,53;168,47;217,77;3,36;257,26;325,56;119,31;70,04;4778,53;68,49;13,37;8,07;0,41;2,88;231,69;37,84;20,59;30,68
Toraja Utara;2019;409,7;14,7;76,7;10,8;162,7;135,0;12,9;254,7;15,5;1092,7;794,32;61,05;368,6;7,85;7,2;740,16;1237,75;242,61;144,57;293,39;181,51;230,97;3,6;287,9;338,39;125,83;74,3;5140,01;69,23;12,41;7,56;0,38;2,86;233,6;41,08;24,19;28,64
Toraja Utara;2020;364,0;11,0;68,5;9,5;173,1;138,4;9,4;294,6;9,8;1078,2;785,75;60,71;355,83;8,21;8,14;738,86;1235,11;217,64;138,67;328,58;191,42;237,24;3,35;286,8;350;133,16;69,1;5148,55;69,33;12,01;0,17;0,384;3,17;261,09;37,37;21,52;27,88
Toraja Utara;2021;323,3;22,2;138,2;12,3;19,1;169,8;0,0;319,8;12,4;1017,1;831,01;62,55;375,75;8,58;8,35;738,64;1294,66;231,12;145,7;347,84;204,86;243,55;3,45;299,16;355;134,57;72,36;5357,13;69,75;11,99;4,05;0,372;2,61;264,44;39,12;23,35;28,39
Toraja Utara;2022;339,5;19,1;123,8;15,6;42,1;133,5;2,3;318,5;7,8;1002,1;878,67;61,35;416,84;8,85;9,56;746,14;1366,66;257,39;167,03;368,05;213,05;246,42;3,98;310,27;361,5;143,12;80,49;5639,38;70,36;11,65;5,27;0,356;1,99;268,88;42,07;21,46;27,79
Toraja Utara;2023;312,2;8,8;102,7;5,6;27,8;141,8;0,6;367,2;6,7;973,5;894,67;63,41;428,18;9,4;10,01;771,74;1439,94;283,67;181,38;381,21;211,23;251,57;4,44;319,71;370,06;151,83;88,85;5861,32;71,23;12,12;3,94;0,348;2,6;273,34;45,03;19,85;29,14
Toraja Utara;2024;339,8;0,0;0,0;0,0;0,0;212,2;2,0;409,3;0,0;1231,3;911,31;65,76;443,22;9,59;10,62;770,85;1518,29;299,16;188,54;405,3;223,16;266,1;4,42;360,8;391,91;159,09;96,23;6124,34;71,85;10,73;4,49;0,316;2,44;277,79;47,73;29,88;25,97
Toraja Utara;2025;330,8;0,0;0,0;0,0;0,0;241,3;1,4;455,7;0,0;1298,2;976,35;67,48;475,92;9,88;10,72;799,38;1592,1;316,54;197,12;423,79;247,91;285,97;4,59;371,23;404,88;167,14;101,38;6452,38;73,24;10,05;5,36;0,285;2,01;282,2;50,63;24,35;24,48
Wajo;2014;333,0;2,7;77,9;17,4;177,8;132,7;1,1;301,4;23,0;1067,0;4442,16;3100,09;468,86;9,6;4,25;1220,54;1821,24;412,1;41,75;185,21;313,1;424,44;14,31;522,49;443,01;179,71;52,52;13655,38;66,49;7,74;9,67;0,319;4,9;391,98;34,84;24,27;30,3
Wajo;2015;447,6;9,1;89,6;17,3;192,1;164,0;3,1;311,9;16,7;1251,5;3358,02;2525,2;389,2;11,69;3,89;949,92;1651,37;358,06;35,97;193,51;256,91;352,15;12,06;432,77;362,04;135,6;43,3;11071,65;66,9;7,66;7,06;0,379;5,39;393,13;38,45;24,97;30,08
Wajo;2016;140,3;225,7;6,4;20,8;2,0;530,5;319,5;26,9;255,8;1527,9;3646,14;2410,22;419,52;12,39;4,02;1010,18;1796,89;376,06;38,73;211,62;303,16;375,28;13;427,36;389,63;146,17;47,04;23853,17;67,52;7,47;4,96;0,341;5,39;395,78;41,94;25,68;29,46
Wajo;2017;519,0;24,8;118,0;253,0;14,9;233,8;5,9;287,2;26,2;1482,7;3865,47;2408,56;445,93;13,06;4,3;1071,74;1939,31;403,19;41,95;234,62;303,16;398,25;14,02;447,35;423,56;158,81;52,48;24583,12;68,18;7,38;5,21;0,353;3,06;398,08;45,08;26,38;29,19
Wajo;2018;615,0;21,2;95,2;12,8;138,1;207,1;6,2;316,5;16,4;1428,6;3931,12;2039,38;470,77;13,97;4,65;1135,4;2097,93;441,89;46,42;262,17;308,28;419,44;15,54;473,8;463,86;173,46;59,28;12357,35;68,57;7,5;1,08;0,369;3,79;400,26;47,15;30,89;29,73
Wajo;2019;541,0;19,9;89,3;12,4;292,8;242,6;7,4;331,9;15,0;1552,2;3861,95;2208,68;492,6;15,07;4,9;1177,05;2216,2;482,35;49,39;290,97;310,13;444,17;17,16;543,35;492,36;188,22;63,89;12858,45;69,05;6,91;4,06;0,347;3;402,32;49,31;27,95;27,48
Wajo;2020;534,1;23,3;61,6;6,7;185,3;259,7;0,7;339,8;10,7;1421,8;3883,96;2045,84;487,37;15,93;5,41;1169,63;2193,01;443,2;47,87;329,09;328,67;438,13;16,18;539,37;505,6;197,31;61,77;12708,31;69,15;6,95;-1,17;0,355;4,33;379,08;52,16;26,81;27,69
Wajo;2021;535,8;20,4;234,0;26,0;29,0;284,6;0,0;347,6;16,8;1494,2;4116,95;2279,98;511,57;16,67;5,9;1205,42;2318,85;475,35;53,81;361,67;373,87;478;17,8;545,94;529,36;212,15;66;13569,28;69,62;6,46;6,77;0,361;4,32;381,2;58,55;27,21;26,22
Wajo;2022;520,2;13,4;181,5;13,2;30,2;288,6;0,8;322,0;7,9;1377,7;4462,63;1998,06;548,61;17,47;6,13;1177,7;2455,66;513,75;59,97;379,75;375,16;496,16;16,57;534,7;558,21;219,28;71,98;13891,79;70,26;6,57;2,38;0,375;2,54;383,93;63,43;27,85;26,75
Wajo;2023;550,0;13,2;248,4;9,2;29,4;254,3;3,3;362,6;8,2;1478,5;4260,85;2047,5;581,58;18,41;6,45;1202,96;2637,76;529,72;64,24;397,87;359,14;539,55;17,6;542,12;577,39;228,27;79,37;14090,79;71,1;6,73;1,43;0,362;2,1;386,54;63,61;28,37;27,54
Wajo;2024;593,9;0,0;0,0;0,0;0,0;383,1;0,3;420,6;0,0;1154,7;4367,44;2160,91;610,37;19,17;6,83;1219,5;2783,63;547,89;71,49;419,91;359,83;570,26;18,06;571,4;651,08;256,2;93,17;14727,12;71,52;6,47;4,52;0,369;2,31;389,05;66,71;30,78;26,57
Wajo;2025;601,0;0,0;0,0;0,0;0,0;368,0;2,0;428,1;0,0;1146,9;4680,6;2438,91;664,16;19,96;6,99;1299,8;2905,28;548,98;80,35;443,57;383,64;604,35;18,85;569,88;725,11;282,57;108,91;15781,92;74,72;5,86;7,16;0,356;3,47;391,5;73,46;36,57;24,15
